Type,Number of Rooms,Number of Bathrooms,Area (sqft),Amenities Distance Avg (km),Parking Spaces,Age (years),Location,Crime Rate,Lower Status Population,Avg People in Building,Rent Price
Flat,4,2,506.398,1.622,1,19.6,Faridabad,0.21,8.18,51.3144,36642.78767
PG,1,1,125.689,9.4093,2,16.2,Vasant Kunj,0.8,3.38,58.6972,15742.30022
Flat,2,1,292.65,2.9313,2,4.2,Saket,0.75,7.45,26.896,22911.42889
Flat,1,1,242.767,4.2692,0,19.1,Vasant Kunj,1.53,6.51,1.184,11981.90284
PG,1,1,201.315,12.9835,2,9.6,Greater Noida,0.87,9.1,43.9067,14927.19601
Flat,4,4,515.681,12.8407,1,14,Saket,1.93,8.55,39.5973,38426.89512
Flat,2,1,468.893,13.7186,2,24.6,Gurgaon,1.35,3.24,43.6413,25843.71322
Flat,1,1,268.459,6.8039,2,5.1,Gurgaon,0.38,7.99,20.3472,18712.99777
Flat,4,1,955.684,11.9314,1,18.8,Noida,1.59,8.75,43.9979,42889.21114
Flat,4,3,481.797,14.4244,1,3.2,New Delhi,0.9,4.7,55.4659,43575.19497
PG,1,1,196.298,7.129,0,17,New Delhi,1.61,7.28,54.8927,12696.62312
Flat,1,1,144.17,5.076,1,7.1,Mayur Vihar,1.79,9.86,36.1296,12279.54537
Flat,2,1,416.432,2.8929,1,12,Noida,1.49,4.58,49.3489,24949.85836
PG,1,1,156.052,13.0144,2,9.6,Greater Noida,1.99,5.99,20.7479,14374.40356
Flat,2,1,293.097,3.7129,0,14.4,Greater Noida,1.68,1.38,49.6749,19116.19823
Flat,4,1,1146.164,4.2228,1,14.6,Gurgaon,0.09,6.76,39.0969,52571.12678
PG,1,1,118.601,2.8228,1,23.3,Vasant Kunj,1.19,6.98,47.6386,12212.70777
Flat,2,2,408.369,9.8247,1,4.8,Saket,0.51,3.84,49.7945,26305.00493
Flat,3,3,599.014,6.1734,0,19.4,Gurgaon,2,7.35,51.5562,33717.97715
Flat,3,1,874.038,2.2244,0,7.8,Mayur Vihar,0.98,6.16,51.1677,36671.74581
PG,1,1,166.955,10.0187,1,6.6,Dwarka,0.59,3.67,11.8759,13091.47743
PG,1,1,210.872,1.8401,0,11,Dwarka,1.7,8.96,15.3915,11226.91107
Flat,4,3,673.03,7.7281,2,11.3,Dwarka,0.22,3.65,40.7818,46343.29589
Flat,2,1,463.11,13.3796,1,20.9,Saket,0.15,9.19,31.6579,22141.95652
PG,1,1,156.172,6.0232,2,23.4,Saket,1.21,1.08,20.6553,13705.47577
PG,1,1,138.05,8.9664,0,6.4,Dwarka,1.07,4.38,18.5999,10767.93805
Flat,2,1,484.449,12.863,0,7.8,Saket,0.59,7.9,48.1728,23702.53473
Flat,2,1,486.312,1.2423,0,20.8,Faridabad,1.03,8.79,52.8083,21782.61572
PG,1,1,227.619,10.0525,2,20.8,Noida,0.42,2.94,50.1101,18052.78233
Flat,3,3,721.267,12.1812,1,21.9,New Delhi,0.44,1.46,30.1033,44166.69576
Flat,2,2,548.57,5.3646,2,5.7,Faridabad,0.71,6.39,25.9634,30507.12586
PG,1,1,110.16,5.1091,1,0.2,Noida,1.29,0.1,27.1995,14255.33158
Flat,2,2,431.599,3.1177,0,0.1,Gurgaon,1.4,2.23,42.305,27161.22962
Flat,2,2,435.002,12.51,2,0.3,Noida,1.22,1.12,58.7735,30281.78224
PG,1,1,174.249,4.1706,2,9.6,Saket,1.61,4.87,3.9769,14256.97284
PG,1,1,206.305,9.1729,1,5.2,Noida,1.11,7.38,41.782,14861.14874
Flat,2,1,442.323,1.1875,0,7.7,Gurgaon,1.27,3.29,20.9851,24952.94816
Flat,2,1,377.668,8.4837,0,22.9,Saket,1.28,4.07,36.7137,19018.0486
Flat,4,1,779.603,5.7153,0,16.7,Greater Noida,1.51,8.93,10.7386,36503.52331
PG,1,1,127.577,9.7743,1,9.5,Mayur Vihar,1.02,8.55,49.4537,12994.59522
Flat,2,1,483.391,14.1432,1,9.1,Faridabad,0.41,0.49,54.8136,25683.55326
PG,1,1,211.826,14.9751,2,9.2,Gurgaon,0.98,3.56,33.1217,17605.95044
Flat,2,2,261.591,5.3952,0,7.7,Saket,0.21,0.13,31.5119,22094.92602
Flat,1,1,234.448,11.2541,0,13.3,New Delhi,0.54,2.82,52.0441,15135.83482
PG,1,1,151.086,2.1967,1,0.7,Saket,1.56,5.7,50.657,14180.27605
Flat,3,1,504.998,10.5686,0,11.6,Vasant Kunj,1.73,3.59,10.5221,25813.76492
Flat,3,2,717.123,6.4747,0,2.2,Greater Noida,1.96,6.47,31.3828,35123.07366
Flat,4,1,623.548,12.2299,1,9.7,New Delhi,0.86,7.34,43.1392,40823.6084
PG,1,1,232.068,9.1896,0,12.9,Vasant Kunj,1.33,1.25,43.7874,13530.76245
PG,1,1,239.97,0.4273,1,10.4,New Delhi,1.12,8.32,50.5564,17794.2704
Flat,4,1,784.207,14.0867,2,13.9,Dwarka,0.08,6.7,40.3211,43098.09983
Flat,3,1,671.538,0.5489,1,18.5,New Delhi,0.85,4.17,5.8919,39176.67023
Flat,2,1,393.32,11.3812,1,16.3,Faridabad,0.65,2.57,16.4881,23194.78117
Flat,1,1,130.532,1.6467,0,9.7,Faridabad,1.63,8.8,20.0214,10523.05846
Flat,2,1,585.346,13.1212,0,12.5,New Delhi,0.92,0.47,51.3934,31591.78392
Flat,3,1,565.581,7.7859,1,21.4,Saket,1.95,9.56,10.5654,27626.00312
Flat,1,1,206.099,7.612,0,1.9,Noida,1.93,4.1,9.2347,11772.21413
Flat,2,1,588.401,4.4656,0,5,Greater Noida,0.83,2.97,38.4106,27503.54831
Flat,4,3,979.658,9.1851,0,4.5,Greater Noida,0.03,5.11,15.6442,48362.83747
Flat,2,1,258.949,11.4496,2,11.6,Dwarka,1.92,3.48,35.768,22037.29933
Flat,2,2,266.568,11.5815,2,18.7,Noida,0.1,8.29,57.4182,23875.07509
Flat,1,1,247.662,8.411,1,12.7,Mayur Vihar,1.63,7.99,33.5542,14107.77762
Flat,3,2,638.369,3.5483,0,2.8,Noida,1.98,4.68,16.1155,33478.41716
Flat,2,1,332.226,14.8228,0,15.5,Gurgaon,0.51,0.23,4.942,20490.05
Flat,4,4,534.283,7.4476,0,1.9,New Delhi,1.38,5.69,29.2812,44101.9458
Flat,4,1,1115.303,13.389,2,19.2,Greater Noida,1.9,3.39,21.7087,47450.58497
PG,1,1,136.658,14.3298,1,16.3,Dwarka,0.82,1.64,47.6186,13943.3201
PG,1,1,183.407,6.8714,0,1.4,Noida,1.38,5.28,43.9812,12743.8401
Flat,4,4,589.539,12.9557,2,5.1,Vasant Kunj,0.28,4.01,41.6819,46597.34421
Flat,3,2,596.682,1.7256,0,21.5,Mayur Vihar,1.23,0.25,57.2041,33715.96983
Flat,1,1,188.255,8.236,2,5.5,Noida,1.27,6.42,47.1952,15634.19115
Flat,2,2,534.723,8.3525,0,4.9,Noida,1.39,7.93,35.6186,26559.16832
Flat,2,1,510.77,8.5247,1,24.8,Faridabad,1.93,3.98,12.3572,23066.6954
Flat,3,3,810.901,13.5158,2,24.9,Dwarka,0.46,6.31,27.2159,41565.8022
Flat,3,2,801.498,13.4192,0,19,New Delhi,0.44,8.32,1.2764,39745.25324
Flat,4,3,573.746,14.8042,0,10.5,Vasant Kunj,0.09,7.38,16.2936,37090.66061
Flat,1,1,169.192,11.4293,2,2.8,Dwarka,0.9,8.08,45.2832,15653.87859
Flat,1,1,167.714,11.4521,2,1.6,Mayur Vihar,0.33,9.3,26.2325,15887.58139
PG,1,1,181.891,14.7217,0,12.3,Gurgaon,1.95,7.54,32.0722,10608.06693
PG,1,1,116.041,10.0411,0,14.9,Noida,0.48,5.94,23.0695,9752.709945
Flat,2,2,259.895,0.721,0,8.5,Faridabad,1.93,2.76,27.2937,21365.28875
Flat,2,2,554.437,8.9566,2,13.1,Vasant Kunj,0.57,5.47,48.9689,30900.92202
Flat,1,1,257.681,12.4985,1,18.1,Noida,1.98,7.59,6.9088,13100.29613
Flat,3,3,490.671,3.3337,2,2,New Delhi,0.93,7.27,39.849,40191.20636
PG,1,1,212.581,13.5663,2,6.2,New Delhi,1.02,1.33,5.4074,18612.01905
Flat,4,4,712.874,11.1583,2,13.5,Vasant Kunj,0.33,5.64,40.734,47166.60945
Flat,3,3,406.785,14.7372,2,19.8,Gurgaon,0.52,5.33,59.7516,33824.7535
PG,1,1,154.369,6.8414,0,8.5,Faridabad,0.8,6.89,16.9111,10136.24803
Flat,2,1,242.064,12.9357,1,23.7,Noida,0.21,3.73,8.3828,19123.50686
Flat,4,2,894.17,5.3302,0,15.7,Dwarka,0.89,9.27,2.9091,40484.67964
Flat,3,1,613.088,2.7014,2,21.5,New Delhi,0.45,7.81,52.9578,39392.56974
Flat,4,2,1087.516,1.9217,2,5.9,Greater Noida,0.74,1.1,24.1509,52321.59351
Flat,4,4,815.06,3.0497,1,15.2,Vasant Kunj,1.42,6.67,50.9075,47891.272
PG,1,1,104.457,14.8955,0,10.3,Mayur Vihar,0.7,5.37,44.7873,9838.803048
Flat,1,1,229.992,7.0401,2,17.8,Vasant Kunj,1.57,0.74,2.0273,16216.20872
Flat,4,4,857.789,7.2039,2,8.7,Noida,0.09,4.96,27.3872,52211.68192
Flat,4,2,960.014,8.3332,2,12.7,New Delhi,1.03,8.93,49.1685,56044.23417
Flat,1,1,210.268,11.9171,2,9.5,Noida,0.51,10,29.2342,15866.33512
Flat,2,2,337.177,11.2701,2,4.3,Saket,1.41,8.35,20.9138,24163.89746
Flat,3,1,393.9,11.2612,0,16.7,Greater Noida,1.85,1.38,15.4524,23682.4673
Flat,4,3,1108.755,5.116,0,19.6,New Delhi,1.03,7.16,40.2785,57373.49486
PG,1,1,149.102,11.1103,2,11,Greater Noida,0.66,3.87,56.8981,16561.53609
PG,1,1,123.67,7.8438,1,3.1,Vasant Kunj,1.12,1.11,2.7824,13029.32093
Flat,1,1,266.603,6.7474,0,0.9,Faridabad,1.95,1.99,18.5541,13810.5627
Flat,1,1,241.928,8.7389,0,24.7,Faridabad,1.68,3.33,3.1393,9897.740209
PG,1,1,247.4,14.4294,0,6.2,Vasant Kunj,1.53,0.66,29.3671,14119.78805
Flat,2,2,585.125,3.6333,2,3.8,Dwarka,1.33,7.86,15.2687,31939.91476
Flat,3,2,561.464,12.0451,1,4.9,Mayur Vihar,1.93,4.66,58.0324,33055.98327
Flat,4,4,886.576,7.0975,2,4.2,Gurgaon,1.3,6.26,37.3394,53942.24457
Flat,4,2,807.1,10.8908,0,18.5,Mayur Vihar,0.6,0.14,17.8999,40154.57684
Flat,3,1,882.389,1.8673,2,10,New Delhi,1.38,3.38,42.6759,47722.02515
Flat,1,1,278.166,7.8659,1,7.5,Greater Noida,1.45,2.83,44.0092,17176.26157
PG,1,1,124.892,2.6851,2,1.1,Greater Noida,1.22,5.56,35.0145,15440.68332
Flat,1,1,216.636,3.1057,0,19.1,Gurgaon,1.61,2.46,40.2905,13744.4418
PG,1,1,149.532,2.3702,0,5,New Delhi,0.35,1.01,18.367,14511.93969
Flat,2,2,501.245,8.4685,0,15,Greater Noida,1.19,8.04,44.8097,25084.48554
Flat,2,1,482.763,12.1076,1,0.3,Noida,0.54,7.05,18.6632,25876.23821
Flat,1,1,254.634,9.9565,0,2.6,Faridabad,1.17,9.07,33.8756,13234.21501
Flat,3,3,884.362,6.4546,0,9.5,Vasant Kunj,1.43,9.68,58.6023,39979.25255
PG,1,1,203.491,0.1333,2,11.9,Mayur Vihar,1.93,8.3,37.7658,15584.6846
PG,1,1,198.217,13.453,2,5.4,Noida,1.94,3.85,4.5743,14316.44132
Flat,3,2,696.053,4.5799,2,15.6,Mayur Vihar,1.25,6.99,17.6039,37626.00339
Flat,4,3,1038.038,8.7541,2,0.1,Saket,1.83,9.4,18.7643,50471.35175
Flat,4,3,657.015,4.9959,0,22.1,Gurgaon,0.35,6.43,57.6792,42475.18812
Flat,2,2,532.935,3.9787,2,5.8,Gurgaon,1.61,9.09,8.0234,31251.55245
PG,1,1,142.287,3.3642,1,17.4,Dwarka,0.88,9.53,1.602,10360.93898
Flat,1,1,273.734,4.2039,2,6.4,New Delhi,1.73,1.63,38.9282,20807.60983
Flat,1,1,203.312,7.7653,0,5.3,Noida,0.83,5.25,42.6022,14108.14981
Flat,4,1,822.129,4.8066,1,4.6,Gurgaon,1.25,2.03,50.0068,45726.05767
PG,1,1,150.89,7.4981,1,16.6,Vasant Kunj,1.27,4.73,28.5279,12631.83551
Flat,2,2,250.569,4.2284,2,23.8,Dwarka,0.3,4.98,25.4964,24024.07327
Flat,4,4,518.582,8.0315,2,22.5,Dwarka,1.53,3.75,16.1363,40283.42551
PG,1,1,134.716,9.1472,0,19.8,Mayur Vihar,0.5,9.12,18.3326,8833.882806
Flat,2,2,247.051,2.8405,1,18.2,Vasant Kunj,1.5,4.61,12.531,19727.66962
Flat,2,1,310.457,6.1036,0,23.2,New Delhi,1.55,4.29,10.4686,20712.34802
Flat,3,1,740.431,1.3945,2,20.7,Mayur Vihar,1.39,5.27,21.09,36642.45417
Flat,4,4,907.531,14.6326,2,16.4,Dwarka,0.25,2.58,30.3679,52039.93755
Flat,3,2,828.55,0.1495,2,15.7,New Delhi,1.97,7.67,58.7775,47783.24912
Flat,4,2,1024.018,12.0695,2,24.9,Noida,0.18,7.73,26.7764,48461.52883
Flat,1,1,139.188,10.3902,1,21,Saket,1.98,2.17,16.2415,11240.61086
PG,1,1,179.916,6.2332,0,8.9,Dwarka,1.62,8.84,50.667,10855.80383
PG,1,1,211.741,10.5772,1,2.2,Saket,0.94,4.31,28.3566,16015.94743
Flat,1,1,171.721,14.9411,2,1.5,New Delhi,0.06,9.82,37.2344,17382.9646
Flat,4,4,794.738,4.5107,0,2.8,Noida,1.9,1.73,12.8058,44401.9286
Flat,1,1,270.268,12.2849,0,18.9,New Delhi,1.32,4.81,56.5795,14606.09118
Flat,4,1,620.921,6.5357,1,7.6,Mayur Vihar,1.72,4.1,41.4974,37764.63236
PG,1,1,183.351,1.2908,1,6.4,Greater Noida,1.43,9.71,5.7942,12813.69319
Flat,1,1,172.743,2.9521,1,12.1,Faridabad,1.09,7.41,48.071,13604.00123
Flat,1,1,210.589,3.7994,0,9.5,Greater Noida,0.89,3.05,13.2622,13862.83421
PG,1,1,158.839,9.1658,1,10.4,Faridabad,0.4,6.4,14.712,14118.6883
PG,1,1,189.752,9.8606,0,15.4,Mayur Vihar,0.64,0.26,32.8621,11853.78184
Flat,1,1,274.997,8.84,0,22.1,New Delhi,1.74,3.23,20.4108,13829.8622
Flat,2,2,505.698,14.3713,1,13.8,New Delhi,1.88,3.38,21.0979,30520.18241
Flat,1,1,234.829,12.048,1,7.9,Dwarka,0.97,6.5,23.4794,14212.55806
Flat,4,2,910.704,6.0816,0,17.1,Noida,0.54,3.39,15.0375,44045.5239
PG,1,1,195.391,5.3214,1,13.7,Noida,1.92,0.49,3.5508,13434.42851
Flat,3,2,886.595,5.0078,1,13.7,Gurgaon,1.92,3.1,45.1275,43636.11516
PG,1,1,225.172,13.0224,0,16.7,Faridabad,0.26,5.81,21.3753,12389.57049
Flat,2,2,478.44,13.4099,0,5.3,Noida,1.89,1.31,50.0355,24972.57795
Flat,3,2,421.637,8.0901,1,20.9,Noida,1.25,1.58,6.1119,29508.29351
Flat,4,1,904.064,10.5086,1,15.1,Mayur Vihar,0.16,3.53,14.2308,42393.66666
PG,1,1,198.964,7.8476,2,6.7,Faridabad,0.51,3.09,55.2431,18789.76894
Flat,3,3,444.898,14.1046,1,5.1,Mayur Vihar,1.67,6.85,25.7232,30724.68439
Flat,1,1,200.556,7.9434,0,7.2,New Delhi,1.85,3.31,1.6714,13540.08757
Flat,3,3,887.344,12.9535,2,5.2,Vasant Kunj,0.51,9.19,39.2626,44084.38602
Flat,3,3,836.476,14.0874,1,9.7,Greater Noida,1.35,7.81,36.2348,40579.81973
Flat,2,2,278.21,9.4418,2,7.4,Noida,1.84,5.7,46.9916,24759.07055
Flat,2,1,504.048,5.514,2,17.8,Vasant Kunj,1.19,6.56,58.7353,27207.27266
Flat,2,1,532.659,11.4203,0,3.3,Noida,0.36,4.89,20.0732,25871.775
Flat,2,2,470.078,6.3116,1,10,Saket,0.27,7.98,51.3792,27759.80069
Flat,3,1,830.911,10.3931,1,10,Vasant Kunj,1.94,5.04,4.5545,36219.25629
Flat,1,1,201.368,4.61,0,12.9,Noida,1.01,2.7,54.7107,12857.48776
Flat,3,1,866.779,5.6299,1,14.3,Saket,0.18,0.41,57.1263,40176.74757
Flat,4,4,573.4,13.8801,2,15.9,Vasant Kunj,0.1,0.6,53.1976,45061.61307
Flat,4,2,791.908,12.5181,1,24.7,Noida,0.4,9,26.5056,40591.56699
Flat,2,2,285.688,5.1221,2,12.2,Vasant Kunj,1.01,8.48,18.7435,23696.94279
Flat,4,1,759.843,8.6075,1,7.3,Greater Noida,1.54,9.71,47.1442,39053.18093
Flat,1,1,176.104,7.8058,2,9,Greater Noida,1.72,2.57,52.8202,16307.98484
Flat,4,3,912.772,9.2532,0,0.4,Dwarka,0.27,6.45,52.9147,47154.1655
Flat,2,2,443.112,9.5548,2,10.8,Dwarka,1.99,1.01,43.3229,28908.29736
PG,1,1,106.647,10.4595,1,18.8,Saket,0.92,2.05,17.9581,10635.65102
Flat,2,2,464.972,7.284,1,4.7,Saket,1.97,1.7,47.3281,26723.68119
Flat,3,1,726.109,13.5774,2,15.5,Mayur Vihar,0.66,4.58,30.6681,36017.84502
PG,1,1,104.557,14.8317,1,18.4,Vasant Kunj,1.59,3.14,27.3146,10711.56826
Flat,4,1,799.112,3.6514,2,5.7,Faridabad,1.88,1.39,1.4003,42401.26089
PG,1,1,210.337,1.4016,2,18.9,Greater Noida,1.24,8.37,17.8983,14554.22933
PG,1,1,159.899,14.3003,2,21.4,Dwarka,0.14,7.68,54.589,14720.62163
Flat,2,1,280.821,11.2594,0,15.8,Noida,0.96,4.22,45.6803,17449.70059
PG,1,1,237.278,5.6549,1,8.1,New Delhi,1.7,1.48,28.1664,16931.89131
Flat,2,1,340.155,3.6686,0,8.3,Saket,0.12,5.04,58.9618,21878.88915
Flat,1,1,191.534,4.763,0,20.2,Saket,1.92,2.43,46.4699,12125.48173
Flat,4,1,757.373,14.4277,0,24.9,Gurgaon,1.39,1.89,34.2598,39019.13725
PG,1,1,104.49,14.27,2,20.8,Vasant Kunj,0.96,6.42,43.212,13332.93934
Flat,2,1,549.866,11.1949,1,10.6,Vasant Kunj,0.99,3.97,3.0336,26656.2263
Flat,3,1,707.432,6.0418,2,4.4,Dwarka,0.91,6.95,24.2845,37551.2266
PG,1,1,226.611,12.9633,0,20.3,Vasant Kunj,1.03,5.58,32.6348,11452.80056
PG,1,1,201.526,5.8454,1,9.7,Faridabad,1.92,9.6,25.1355,13563.29069
Flat,1,1,209.811,2.8384,0,15.7,Saket,0.36,4.42,44.4579,12792.28573
Flat,1,1,184.062,5.4294,1,8.2,Noida,0.58,9.82,47.3916,13587.25748
Flat,3,3,490.16,14.3166,0,13,Greater Noida,0.43,9.53,47.0169,31255.58773
Flat,1,1,203.719,0.1765,1,19.4,Faridabad,0.68,6.5,23.3413,14810.78403
Flat,3,2,647.601,4.4718,0,11.8,New Delhi,0.28,7.98,52.8373,38765.00289
PG,1,1,134.759,11.3263,2,2.5,Saket,1.28,2.35,29.1026,14607.67388
Flat,2,2,505.549,6.1526,2,13.4,New Delhi,0.37,1.44,41.2267,34569.59099
Flat,1,1,289.951,3.2216,0,18.3,Saket,0.35,8.69,7.6629,14036.38884
Flat,3,1,421.182,5.1552,1,4.1,Gurgaon,1.46,8.1,13.5733,27910.73529
Flat,2,2,388.626,9.7219,0,3.8,Faridabad,1.32,3.73,12.0968,22317.27513
Flat,2,2,349.171,1.2338,2,13.8,Noida,0.96,8.21,54.3411,26930.78049
Flat,2,1,453.281,11.0162,2,14.3,Mayur Vihar,1.09,9.34,22.929,24824.06609
PG,1,1,176.408,13.3572,0,6,Saket,0.53,5.14,56.0246,13177.04587
PG,1,1,133.444,7.6036,2,13.2,Noida,1.31,3.41,6.2373,14054.59197
Flat,1,1,206.258,1.7905,1,6.3,Mayur Vihar,0.69,0.95,58.5374,17380.7513
Flat,3,3,717.965,0.6069,1,11.3,Dwarka,0.45,8.35,37.7728,39599.18029
Flat,3,2,498.53,12.219,2,18.7,Saket,1.69,0.43,15.0259,32285.13592
Flat,1,1,292.506,2.6465,0,9.2,Mayur Vihar,1.8,7.58,46.9258,14747.54402
Flat,1,1,202.576,2.8708,2,2.7,Vasant Kunj,0.56,0.01,31.9397,19665.0127
PG,1,1,142.807,11.5917,0,1.2,Dwarka,1.99,9.34,13.0813,8473.525607
Flat,2,2,266.226,7.7199,1,22.2,Saket,1.09,0.14,40.6801,21791.72918
Flat,1,1,183.729,9.4761,2,1.9,Vasant Kunj,1.79,3.87,2.4154,15768.3311
PG,1,1,230.098,3.958,1,5.4,Gurgaon,0.85,4.25,19.7756,16814.49274
PG,1,1,171.312,11.9422,0,3,Gurgaon,0.49,3.19,20.9832,12759.89812
Flat,1,1,200.291,11.5092,2,9.1,New Delhi,1.13,9.76,1.152,15527.39639
Flat,1,1,241.782,11.1412,0,23.6,New Delhi,0.57,4.68,49.5159,14553.21028
Flat,2,1,565.2,3.0575,2,5.9,Greater Noida,1.09,6.9,18.4825,28758.6723
Flat,2,1,442.439,13.0112,2,8,Noida,0.37,5.43,38.0424,26218.90945
Flat,1,1,181.932,8.9829,1,17.9,Dwarka,0.89,9.01,6.2384,11596.4922
Flat,4,4,621.711,10.5042,1,21.6,Gurgaon,0.04,9.81,55.8053,44357.73859
PG,1,1,105.761,13.8408,2,18.8,Faridabad,1.83,3.78,45.2874,13398.49351
Flat,1,1,143.591,8.6015,0,20.7,Saket,1.11,8.17,47.5377,8849.471261
Flat,4,1,721.44,2.3059,1,2.7,Vasant Kunj,0.38,8.2,25.1533,41141.18418
Flat,3,3,588.221,14.7867,1,21.8,New Delhi,0.93,1.21,20.7622,38745.31548
Flat,3,1,561.483,10.3445,2,4.6,Gurgaon,0.97,4.3,1.6167,33938.64982
Flat,2,1,306.616,0.9116,1,17.4,Greater Noida,0.07,7.42,3.5633,21913.95498
Flat,1,1,138.881,3.8761,1,11,Gurgaon,0.12,9.15,59.7984,14966.16745
Flat,4,2,608.324,14.3458,1,8.7,New Delhi,1.86,5.89,5.9265,40819.29658
PG,1,1,179.457,2.5115,1,2.4,Vasant Kunj,1.59,7.42,13.8493,13955.66527
Flat,3,3,819.989,12.5398,2,17.3,Greater Noida,1.79,2.67,39.6808,41949.18194
PG,1,1,188.657,5.9344,2,17.4,Saket,1.18,9,24.1059,13693.91784
PG,1,1,243.249,2.9896,2,18.6,Dwarka,1.22,1.1,12.1455,16774.2881
Flat,3,3,434.236,1.1151,2,13.8,Greater Noida,0.02,1.69,49.4939,37271.77491
Flat,1,1,213.054,1.7051,0,21.2,Noida,0.57,4.44,21.4327,11740.66843
Flat,2,1,403.663,5.3979,0,15.8,Saket,1.54,6.72,5.0615,20186.17371
Flat,3,1,559.54,4.3452,2,0.7,New Delhi,1.27,9.37,11.9495,37297.76531
Flat,4,4,505.772,14.3698,1,22.7,Vasant Kunj,0.06,7.19,9.2951,37858.45249
PG,1,1,173.473,0.4485,2,11.8,Saket,1.51,7.88,31.0935,14503.38766
Flat,3,2,550.353,3.8296,1,4.9,Dwarka,1.48,6.9,15.0665,31906.96295
Flat,3,3,765.762,9.8386,2,0.5,Noida,1.69,0.32,56.7289,42622.61306
Flat,3,3,758.447,7.1389,0,0.7,Noida,0.03,8.84,20.0546,39461.43849
Flat,4,1,686.522,10.5815,0,6.9,Saket,0.71,8.42,6.3212,34793.59404
Flat,1,1,233.581,10.2804,1,10.2,Saket,1.62,3.45,4.7376,14854.18833
PG,1,1,203.792,12.4139,1,23.6,Noida,0.39,9.13,29.5622,12007.2608
Flat,1,1,122.312,4.4944,1,20,Faridabad,1.32,6.07,44.3234,12122.10405
Flat,1,1,181.275,9.2861,0,7.3,Vasant Kunj,0.32,9.8,40.1319,11462.53309
Flat,2,2,397.046,11.7089,0,0.9,Dwarka,1.47,9.59,51.1432,21879.19089
Flat,3,3,637.929,8.5335,2,8.9,Greater Noida,0.28,2.23,10.7254,39147.25763
Flat,3,3,503.15,11.279,1,5.7,Saket,0.19,3.9,56.3961,36284.87214
PG,1,1,200.496,8.8646,2,14.1,Mayur Vihar,1.42,4.06,2.0916,14676.17718
Flat,2,1,434.557,1.6434,0,21.4,Faridabad,1.73,9.11,14.4242,19731.48613
Flat,2,2,335.097,10.3293,2,9.5,Gurgaon,1.58,5.91,51.4832,27289.80097
Flat,1,1,150.131,10.615,0,24.6,Gurgaon,1.01,0.74,26.5397,10076.11422
Flat,1,1,185.615,2.006,2,0.6,Mayur Vihar,0.1,8.67,47.4074,17842.89582
Flat,4,3,571.775,0.418,1,10.5,Saket,1.22,2.13,16.7241,40251.41354
Flat,3,3,372.142,7.1333,0,24.7,Noida,1.47,5.64,21.5301,27630.21226
Flat,1,1,269.274,11.8008,1,8.7,Faridabad,0.98,8.6,5.3839,14413.6962
Flat,3,1,803.031,1.5637,2,17.3,Faridabad,2,8.22,8.0631,36664.47242
Flat,2,2,405.288,4.1199,1,16.6,Saket,0.97,1.03,2.6276,25311.10446
Flat,4,3,700.121,4.431,1,11.9,Dwarka,1.88,5.3,48.3598,42375.80915
PG,1,1,167.006,5.4043,0,20.6,New Delhi,0.15,7.41,27.2671,13457.18047
PG,1,1,222.953,8.9823,0,9.3,Vasant Kunj,1.25,4.83,7.1516,12524.4718
Flat,4,3,518.695,10.2372,0,22.8,Dwarka,0.42,3.92,39.5497,36440.76192
Flat,3,2,731.117,14.472,1,16.6,Mayur Vihar,1.03,8.03,45.1175,34671.0504
Flat,2,1,277.74,5.693,2,16.9,Noida,1.54,0.07,32.2291,23145.78293
Flat,3,1,374.874,11.4718,2,11.7,Greater Noida,0.08,0.01,59.8947,31835.16521
Flat,3,1,606.855,10.9629,2,15.6,New Delhi,0.88,2.33,31.2541,38105.48981
Flat,4,1,525.674,3.2516,0,19,Greater Noida,1.19,2.71,40.6498,33584.62762
Flat,3,2,462.405,14.469,0,16.6,Greater Noida,0.96,3.61,35.651,28136.69211
Flat,4,1,822.791,12.1076,2,17.1,Saket,0.18,0.77,44.6489,45014.54296
Flat,3,3,387.421,0.5827,1,11.9,Noida,1.12,6.32,33.7404,31014.04328
PG,1,1,199.43,3.1602,2,14.1,Gurgaon,0.65,8.01,54.9851,16430.58429
Flat,4,3,764.206,3.7643,2,3,Dwarka,1.34,9.77,46.2809,46461.27015
PG,1,1,244.777,10.9328,0,21.8,Greater Noida,0.02,7.52,22.0484,12310.91111
Flat,1,1,206.653,9.3149,1,6.2,Noida,0.66,3.92,17.8412,15778.84491
Flat,2,2,545.991,1.1912,1,9.9,Faridabad,1.73,1.46,44.6867,28701.3358
Flat,2,1,500.295,14.158,2,20.7,Mayur Vihar,0.47,1.35,4.2132,25742.61794
PG,1,1,188.959,11.7354,2,7.7,Noida,1.97,4.53,20.4302,15688.68873
Flat,1,1,282.943,7.9451,0,23.5,Greater Noida,1.75,3.75,40.7732,12899.78282
Flat,1,1,178.822,10.2424,1,21.1,Saket,1.09,4.31,57.1984,13747.41914
PG,1,1,231.59,5.5313,1,0.3,New Delhi,1.48,1.33,16.1555,18239.73704
Flat,4,1,1057.376,11.6057,1,24.5,Mayur Vihar,1.06,5.5,49.9507,45841.72353
Flat,2,2,549.021,12.6426,2,20.9,Mayur Vihar,0.2,1.15,49.4976,31523.39446
PG,1,1,122.756,2.9424,2,0.9,Noida,0.49,2.23,29.3325,17942.06419
Flat,3,1,571.58,13.6782,0,22.2,Vasant Kunj,0.7,8.46,15.6788,26308.77246
